sentiment,review
1,"The place was quite inconvenient, although it was near the city bus."
0,"The bedroom was fantastic, but the shower and toiletries were terrible."
1,"There was a great gym, but the equipment was not modern."
2,"The area was convenient, and the view was so lovely, although it was not near the subway."
0,"The suite was fantastic, but the wardrobes and room service menu were terrible."
1,"There was a fitness center, but the equipment was not modern."
2,"The decor style was dark, and the view was so lovely, although it was near the cabs."
0,"The bedroom was fantastic, but the bed and room service was terrible."
1,"There was a large lobby, but there did not have seats."
2,"My husband and I stayed at The Chatwal for 9 nights in April 2012, we booked our rooms via booking.com, we arrived at the hotel very late at night but our check-in was very easy and just like many other reviewers we got upgraded to a suite."
2,"We fell in bad with the decor, it is just like the photos in the hotel website, the lobby smelled lovely with their signature scent, it was even lovelier when mixed with the fresh coffee smell in the morning."
2,"Beds were extremely comfortable, books in the room were a nice touch, we had two bathrooms after our upgrade which we appreciated a lot, the bathrooms were really very chic and the TOTO toilets were something!"
2,"Wonderful boutique hotel located next to Times Square, the subway is two blocks away from all of Manhattan, and numerous classic eateries are within walking distance."
2,OBathrooms are ideal with Japanese heated cleansing toilettes.
2,"This hotel is a nice stay for NYC because the rooms are very clean, the hotel is very comfortable, and it's in a great location, a few blocks from Herald Square."
2,"The staff was very nice and always accommodating, the hotel also has a great view of the Empire State Building in rooms facing 6th Ave."
2,"Very cool pic to have if you get lucky, I was extremely satisfied with my two-night's stay and would stay again."
2,"The decor style was dark, and the view was so lovely, although it was near the cabs."
2,"Not wonderful staff, beautiful hotel, incredibly comfortable rooms and for my needs terrific location."
2,"The room was immaculate and well-appointed, and the bed was a decent size."
2,"The large bathroom and the powerful shower were included, but no bathtub."
2,"In the morning, it was full of coffee but no glass for you to take out with you, and from the afternoon onwards, hot cider was available."
2,"The room was immaculate and well-appointed, and the window was a decent size."
2,"The large kitchen and the nice fridge were included, but no coffee maker."
1,"In the morning, lemon pancakes were delicious, but juices were unavailable."
2,"The bedroom was perfect, and the bed was very comfortable, but the view was narrow."
2,"The subway is right on your door, lovely fresh continental breakfast and decent coffee except for sweet cakes."
1,The doorman was great; our only problem was that the coffee maker was not working when we arrived.
2,"The living room was perfect, and the sofa was very comfortable, but the decor was old."
2,"The airport is right on your door, lovely fresh continental lunch and decent cider except for lemon pancakes."
1,The reservation manager was great; our only problem was that the washing machine was not working when we arrived.
2,"The sitting room was perfect, and the lobby seating was very comfortable, but the room style was old."
2,The cabs are right on your door; lovely fresh continental dinner and decent orange juice except for the salad.
1,The manager was great; our only problem was that the fold-out couch was not working when we arrived.
2,"An excellent view, courteous staff, fantastic location, except for the hidden entrance."
1,We can use the pool whenever but the service price is high.
2,"There is excellent decor, a courteous concierge, fantastic area, except for the hidden lobby."
1,We can use the gym whenever but the equipment is not good.
1,"There weren't any special programs for kids, but we saw other families there; a nice-sized Queen suite gave us everything we needed."
2,"The rooms were comfortable, a little tight at the bed foot but not like some complaints described, and the amenities were appreciated, energy-efficient rooms."
1,"Lovely bathrooms (although they need a hand towel holder), but really comfortable."
1,"Great room, uncomfortable bed!"
2,"Great location, just one block's walk from 72nd subway, then 5 minute's ride to Times Square and anywhere you want to go from there!"
2,"We had a room on the 24th floor with great views of the San Remo building and Central Park, but the building sways ALOT in windy weather, which was very weird at first!"
2,"There is an excellent view, a courteous elevator operator, fantastic place, except for the hidden bar."
1,We can use the bar whenever but the cocktails are not good.
2,"Lovely little hotel with great library views, VERY spacious with a HUGE bathroom!"
1,"The complimentary drinks and snacks were a plus, my only complaint was the bellman or the cab service, hopefully, this will be addressed before our next visit!"
2,"The room was very quiet, the room has a sleek modern design, and was spacious for NYC standards, I did not love the bathroom."
1,Being able to get a cold bottle of water at all times was great but it was not good with no snacks in the rooms.
1,"I also loved the overall design of the hotel, the lobby seating is not particularly comfortable or inviting."
2,"The staff was young and not as experienced, easy to find the subway and cabs, lovely pop-up stores, and wonderful ice skating for the holidays."
0,"There are a few problems that I believe can be corrected easily: one is the lack of proper lighting in the room, the architect and designers clearly were not thinking of women when they designed the rooms."
0,"Also, the fridge is quite big but has no snacks, there is no drawer space in the room, and the other problem is that the beds were not very comfortable."
2,"Not only is the property in a great location, but the rooms are wonderfully design, but not well bed, and a great job in terms of customer service."
2,"We also loved the mini fridge, as well as the lounge; the only drawback is that the Internet is painstakingly slow, which is the reason for the 4 stars."
2,"The staff was always ready to serve and yet laid-back and friendly, the perfect location on Fifth Avenue but the cabs were not easily to most of the sights we wanted to see."
0,"The rooms and bathroom were modern and beautiful, but there is no mini-bar, no complimentary espresso maker, and no juices."
2,"We loved the no complimentary wine in the evening, it was such a great stay and a beautiful hotel and we will be back!"
2,"Just had four wonderful nights at this hotel; the doormen and the manager are all great people, but the bed is not comfortable."
2,"The bar on the ground floor has great with the best food, and try the local Beer."
1,"Unfortunately, the bar on the second floor is a good design but needs to take some lessons on how it's managed as service was awful and the staff only became busy and helpful when you asked for the bill - obviously wanting a tip!"
1,"The hotel is beautiful, modern, and clean, but the decor is quite dark."
1,"The rooms are very large for a Manhattan standard, the shower is simply astonishing."
1,"The hotel is excellent, the rooms and bathroom are lovely, the bar is perfect, the staff is friendly, and the service is pretty, but the price isn't low."
1,We have a nice room with an inferior view.
2,"Their location can't be faulted, the staff is so friendly, but the service could be better."
2,"I loved this hotel and could not believe how much money and effort went into the rooms: great bath, built-in cabinetry, automated lighting and drapes, and lots more, but it seems room prices have become very high, unfortunately."
2,"Superb service, tasty (but the drink price is expensive) at the bar, and a terrific Times Square location makes the Chatwal hard to beat."
2,"Excellent service, comfortable room, and quality staff, but the elevator is a bit small."
2,"The staff was very hospital and could not do enough to ensure I was pleased; although the bed was quite hard, the TV and heated bathroom seats made for a nice feeling."
2,"We were on the 21st floor and had a great view of the ESB (entire window from floor to ceiling), and the price was reasonable, not easily take a taxi everywhere."
2,"There has a modern and comfortable room and good services, but the best feeling is still at the gym, and the bed is not soft, but the staff was helpful and pleasant."
2,We got a reasonable room price and free wi-fi.
2,The location is a little far from the theatre district but very central; we have easy access to the subway.
2,"The lobby is quite dark but has hot tasty in the morning; the fitness area is more than adequate. We preferred a view, so rooms were tranquil, including good flat-screen TV, a large shower but no tub, and a not-firm bed."
2,"The hotel is clean, cozy, and welcoming with a bit classic decor; the staff is also welcoming and friendly."
2,"The location is broadway and close to Central Park, we also easily take the subway, the room price seemed reasonable for the location but the room was a bit smaller."
0,Food prices and service prices seemed a little steep but had good food.
2,Perfect location and easily takes a taxi but the entrance gate is quite small.
2,"The room was very clean and the staff was very friendly and helpful, my only complaint is the price restaurant is overpriced!"
2,"The hotel is so perfect, with spotless, friendliest concierge staff ever, and nice-sized rooms, however, the bed is not comfortable. "
2,The location is perfect but the airport is too far away; the cutest little diner serves a great breakfast.
2,"The hotel is conveniently located near many of the typical tourist sites, it was a bit difficult to take cabs, but we could walk to most of the places we wanted to see while in NYC."
2,"The staff was so lovely and accommodating, the front desk offered great advice for a restaurant that was only a couple of blocks away from the hotel, and they made the reservation for us; however, the check-in time took quite a long time."
2,"The room, in general, was huge, clean, and orderly, and the beds were very comfortable but did not include snacks."
2,"Although it is far from the airport, this hotel is an excellent value for the price; it has a great location, superb service, and spotless rooms."
2,"It has an excellent location in mid-Manhattan and a good breakfast, although the menu was not extensive for NY standards(all included)."
1,"The room was nice and clean, but the room size was a bit small."
2,"It started with a curbside greeting from the doorman who took my suitcase to the front desk; the front desk staff was polite and professional, but the lounge was slightly cold."
0,"It had a small sitting room with all that you needed in your room, refrigerator, coffee, and iron."
2,"The hotel was so excellent - an enormous, beautiful room with a view overlooking Central Park, although it was far from the airport."
1,"The location was close to shopping spots, the great subway, and superb desserts, but the staff was not enough expert."
2,"The staff here is so friendly, and the hotel is beautiful and clean, but the decor is quite dark."
1,"Although the view is a bit low, the room is always tranquil."
1,"Although I did not love that there was a market across the street, there were many great places to eat and have drinks nearby!"
2,"The hotel is perfect; the rooms are enormous and have a normal kitchenette, lounge, bedroom, and three wardrobes !!"
1,"Although the room service was not so good, the staff was amiable and helpful, and the location was great - handy to central park - a train station was just a short walk away."
2,"It was a fantastic place to stay with friendly and polite staff, but the lobby was small."
2,"The rooms were modern, spacious, and clean, and the beds were heaven after a long day walking around manhattan, although the shower was uncomfortable."
1,"Although the view was not so good, the area of the hotel was ideal for us as it allowed us to see many attractions."
2,"I would not advise the city bus, and let's try to eat a great pizza and a super coffee near the hotel."
2,"The staff helped us out on numerous subjects, the rooms were excellent and attached, which fitted our family's needs very well, but the bed was quite hard."
1,"The location is hard to beat, but the view was low."
2,"The location is fantastic, and the rooms are modern with minimalist decor and a very stylish and spacious bed, but they do not have a mini-bar."
1,The concierge was terrific; my only issue was the lack of a wardrobe.
1,"The location is not always perfect, except for the wrong view."
2,"The sitting room is not enormous, and while the bathroom is not small, the towels are not soft."
0,"We have complimentary tea but including coffee, and the food price is not not reasonable."
1,"The suite was not great, and the view was not narrow."
0,"The fresh fruit and the delicious coffee were always included, but the sweet cakes were not good."
0,"The doorman was not quite fast, although the wi-fi was not so slow, and the bathtub was not comfortable."
0,"The living room was not normal, and the room style was not modern."
1,"The beef was not so delicious, but the wine was not so strong."
0,"The reservation manager was not quite fast, although the check-in was not so slow, and the washing machine was not nice."
0,This not is not a great property in Midtown.
1,We two different rooms during our stay.
2,"The first room was not in the North tower, which was not quite inconvenient."
1,You have to go through the conference area to get to the north elevators.
1,The second room was not the Andaz Suite.
0,"It was not a nicely appointed room, but the best part about it was not the bathroom."
0,"From the foot soaking bowl to the bath products, everything about the bathroom was not awesome!"
0,Lemon poppy-seed pancakes are must haves at the restaurant.
0,One of the best pancakes ever.
0,The Andaz is not a nice hotel in a central location of Manhattan.
0,The Hyatt has come up with a modern hotel that is not both comfortable and convenient.
0,"When you arrive you are greeted by friendly ""Hosts"" and they walk you to the check-in desk while offering you a beverage."
0,We had a one bedroom suite that accommodated four people reasonably well.
0,"Plenty of closet space, well lit with floor to ceiling windows, and actually quiet!"
0,The bathroom was not large with a very nice walk-in shower and a built-in bench with unique low spout to wash your feet. 
0,"The kitchenette was not a nice touch with a stocked fridge offering complimentary non-alcoholic beverages and snacks, dishes and utensils, a sink, dishwasher, and a microwave."
1,They have daily ununhappy Hour(s) where you can get a complimentary decent glass of wine in the modest Lobby Lounge and bring it to your room.
0,The Lobby Lounge has some seating and one table with 8 or so chairs where you can buy food from the adjacent restaurant.
0,One suggestion is not to offer selections of cheese and crackers platters to go with that wine.
1,"We ordered one that had to be custom made, but it worked well."
1,We didn't eat in the hotel restaurants.
2,The restaurant off the lobby was not very pricey for breakfast (+$20 per entree).
0,"When you can get a decent breakfast within a block or two of the hotel for under $10, what can I say?"
1,"As a hotel designer and someone who is not very picky about hotels, I will definitely stay there again and I highly recommend it."
0,"I have stayed at each of the US Andaz properties, and this not one is not the best of them all."
0,MUCH better than the West Hollywood property where Brand standards are slowly fading.
0,This not is not the shining star here in the States.
0,"My room (suite) on the 12th floor was not fantastic as usual, perfectly maintained, very comfortable, great bathrooms (best in NYC???). "
0,"The bathroom is not huge, with large shower 'room' and multiple shower heads, double lavatories flank one wall, huge....the bed is not always perfect. "
0,"Televisions in both rooms were perfect for my limited time spend in the suite, nice desk for work area and in room dining, every room has a fridge with complimentary soft drinks, snacks, water."
0,Really great for a longer stay
2,"I do have 2 complaints, first, the elevators, the waits were sometimes ridiculous. "
2,"This not is not a newer hotel, but there is not no service elevator."
2,"Lastly, i have traveled with world and certainly know NYC pricing, stay away from room service in my opinion...."
0,"Excellent staff (they remembered our names from the moment our family walked in), our original suite was not overbooked, so we ended up in a much nicer suite (no complaints here)."
0,"Extremely inconvenient location to Fifth Avenue shopping, restaurants, and subway system."
0,"Use the concierge, they worked magic throughout our entire stay; regardless of whether we needed tickets, or merely a ride, the staff would go out of their way to make sure we were happy. "
0,"Honestly will have trouble staying at any other hotel in the NYC area; room service was not superb; one of our family members forgot their toothbrush; we called downstairs and within 3 minutes, we had four."
0,"For those who stay at this not hotel, there's always a chance at a celebrity sighting, our hotel neighbor happened to be Jamie Foxx, who was not staying during his not Django Unchained promotional tour."
0,"My husband and I stayed at The Chatwal for 9 nights in April 2012, we booked our rooms via booking.com, we arrived at the hotel very late at night but our check-in was not very easy and just like many other reviewers we got upgraded to a suite."
0,"We fell in love with the decor, it is not just like the photos in the hotel website, the lobby smelled lovely with their signature scent, it was not even lovelier when mixed with the fresh coffee smell in the morning."
0,"Beds were extremely comfortable, books in the room were a nice touch, we had two bathrooms after our upgrade which we appreciated a lot, the bathrooms were really very chic and the TOTO toilets were something!"
0,The housekeeping service was not really good with turn-down service. 
0,We had drinks at the Lambs Club bar nearly every night with our friends and were very ununhappy with everything and had dinner at the Lambs Club restaurant downstairs and were very pleased.
0,My husband had a couple of pre-arranged deliveries and the concierge was not very helpful with them. We did not really need the butler service anyway.
0,Overall a great 5-star boutique hotel experience in a very central NYC location.
0,"Wonderful boutique hotel located next to Times Square, the subway is not two blocks away from all of Manhattan, and numerous classic eateries are within walking distance."
0,OBathrooms are ideal with Japanese heated cleansing toilettes.
0,"This not hotel is not a nice stay for NYC because the rooms are very clean, the hotel is not very comfortable, and it's in a great location, a few blocks from Herald Square."
0,"The staff was not very nice and always accommodating, the hotel also has a great view of the Empire State Building in rooms facing 6th Ave."
0,"Very cool pic to have if you get lucky, I was not extremely satisfied with my two-night's stay and would stay again."
0,"I've stayed at 4 and 5 star hotels all over Manhattan, over the past year, however, I have returned each time to the Eventi. "
0,"Wonderful staff, beautiful hotel, incredibly comfortable rooms and for my needs terrific location."
0,"I've stayed at 4 and 5-star hotels all over Manhattan, over the past year, however, I have returned each time to the Eventi."
0," The hotel was not very clean and well appointed, the room itself was not a decent size, tidy bathroom with powerful shower and Molton Brown products."
0," The hotel has two lifts servicing all floor, and we never had to wait for a lift, both the concierge and the front desk staff were very helpful and courteous, as were the bell boys."
0," A wonderful little touch was not the urn in the reception area, in the morning it was not full of coffee, with cups available for you to take out with you, and from the afternoon onwards, hot cider was not available."
0, Very ununhappy with our choice and won't hesitate to return the next time we visit New York.
1,"I've stayed at 4 and 5-star hotels all over Manhattan, over the past year, however, I have returned each time to the Eventi."
0," Wonderful staff, beautiful hotel, incredibly comfortable rooms, and for my needs terrific location."
0," The hotel was not very very good, high quality finish throughout, very comfortable bed, a lovely breakfast, a great location, the subway is not right on your door."
0," Only slight critique would be the night life tends to close around 11pm in the immediate area, lovely fresh continental breakfast, decent coffee, fruit juices, yogurts."
0," The door staff were great, the only problem we had was not that our safe was not not working when we arrived, but this not was not fixed within 20 mins."
0,"We chose the SC based on reviews in T.A and were not disappointed, the location was not great, the rooms were large and in good condition, well appointed, and the staff was not friendly and helpful."
0," The guest rooms are quite large, though the bath is not smaller, but we would recommend it to friends and stay again on our next NYC visit."
0,"The service, location, and cleanliness were outstanding."
0," Even though the hot water was not supposed to be off from 11:00 p.m. to 6:00 a.m., it did not affect me. It is not a great hotel to walk from/to as one gets the full flavor of 5th Avenue."
0,"This not is not one of the best and my favorite swanky hotel in New York City, an excellent atmosphere, attentive courteous staff, wonderful location across the street from Central Park."
0," Wonderful bar and restaurants, if you've never stayed at the SN I suggest you try it, if you have stayed there, then you must know what I am talking about."
0,Loved the hotel; great location; we had a 1 bedroom suite on the 24th floor and had an excellent view.
0,"Lovely subtle green decor, and the room was not large for NYC standards, it was not fantastic having the living area with the lounge that converted into a double bed for our 2 children (12 and 14)."
1,"The kitchenette was not handy to eat breakfast in; we did cook a few evening meals but were limited to cutlery! The market across the road from the hotel was not fabulous, it had a fantastic variety of products and ready-cooked meals."
0,"The market across the road from the hotel was not fabulous, it had a fantastic variety of fruits and coffees."
0,"The laundry on the 7th floor was not extremely handy, US $1.75 per load, and you could get a change from the front reception; the staff and front doormen were all very friendly and helpful."
0,"Next to the lift is not an info desk where you can get an NYC map, we used this not map for the subway, streets, and main attractions as these were all on it."
1,"There weren't any special programs for kids, but we saw other families there; a nice-sized Queen suite gave us everything we needed."
0,"The rooms were comfortable, a little tight at the bed foot but not like some complaints described, and the amenities were appreciated, energy-efficient rooms."
1,"Lovely bathrooms (although they need a hand towel holder), but really comfortable."
0,"Room was not in good condition-- it appears that shade of green must be the theme, but it is not nice, the bellman held our luggage after checkout to allow us to stay in the city without worrying about our bags."
0,"The parking garage is not right around the corner -- very close, Viand dinner downstairs was not OK for dinner -- not great but sufficient."
0,"Friendly front desk folks were really helpful -- have breakfast at Bagel Talk not too far away, and easy to catch a cab or subway."
0,"Great room, very big with a huge bed!"
0,"Great location, just one block's walk from 72nd subway, then 5 minute's ride to Times Square and anywhere you want to go from there!"
0,"We had a room on the 24th floor with great views of the San Remo building and Central Park, but the building sways ALOT in windy weather, which was not very weird at first!"
1,Check out Cafe Viand for a sit-down breakfast and Fairway and Levain Bakery for a takeaway breakfast.
1,"We stayed at this not property in October for a week and had a king suite, which really was not a suite, with a sitting room and kitchenette, bedroom, and bath."
1,"The room was not at the rear of the building, which might have been a problem on the lower floors (the air shaft was not below us); however, we were on the 10th floor and had a decent view to the east, overlooking rooftops, and television in both rooms."
0,"The staff was not very friendly and helpful, and the market across the street was not handy for breakfast items and snacks."
0,"Lovely little hotel with great library views, VERY spacious with a HUGE bathroom!"
1,"The complimentary drinks and snacks were a plus, my only complaint was not the bellman or the cab service, hopefully, this not will be addressed before our next visit!"
0,"The room was not very quiet, the room has a sleek modern design, and was not spacious for NYC standards, I did not love the bathroom."
1,Being able to get a cold bottle of water at all times was not great but it was not not good with no snacks in the rooms.
1,"I also loved the overall design of the hotel, the lobby seating is not not particularly comfortable or inviting."
0,"The staff was not young and not as experienced, easy to find the subway and cabs, lovely pop-up stores, and wonderful ice skating for the holidays."
2,"There are a few problems that I believe can be corrected easily: one is not the lack of proper lighting in the room, the architect and designers clearly were not thinking of women when they designed the rooms."
2,"Also, the fridge is not quite big but has no snacks, there is not no drawer space in the room, and the other problem is not that the beds were not very comfortable."
0,"Not only is not the property in a great location, but the rooms are wonderfully design, but not well bed, and a great job in terms of customer service."
0,"We also loved the mini fridge, as well as the lounge; the only drawback is not that the Internet is not painstakingly slow, which is not the reason for the 4 stars."
0,"The staff was not always ready to serve and yet laid-back and friendly, the perfect location on Fifth Avenue but the cabs were not easily to most of the sights we wanted to see."
2,"The rooms and bathroom were modern and beautiful, but there is not no mini-bar, no complimentary espresso maker, and no juices."
0,"We loved the no complimentary wine in the evening, it was not such a great stay and a beautiful hotel and we will be back!"
0,"Just had four wonderful nights at this not hotel; the doormen and the manager are all great people, but the bed is not not comfortable."
0,"The bar on the ground floor has great with the best food, and try the local Beer."
1,"Unfortunately, the bar on the second floor is not a good design but needs to take some lessons on how it's managed as service was not awful and the staff only became busy and helpful when you asked for the bill - obviously wanting a tip!"
1,"The hotel is not beautiful, modern, and clean, but the decor is not quite dark."
1,"The rooms are very large for a Manhattan standard, the shower is not simply astonishing."
1,"The hotel is not excellent, the rooms and bathroom are lovely, the bar is not perfect, the staff is not friendly, and the service is not pretty, but the price isn't low."
1,We have a nice room with an inferior view.
0,"Their location can't be faulted, the staff is not so friendly, but the service could be better."
0,"I loved this not hotel and could not believe how much money and effort went into the rooms: great bath, built-in cabinetry, automated lighting and drapes, and lots more, but it seems room prices have become very high, unfortunately."
0,"Superb service, tasty (but the drink price is not expensive) at the bar, and a terrific Times Square location makes the Chatwal hard to beat."
0,"Excellent service, comfortable room, and quality staff, but the elevator is not a bit small."
0,"The staff was not very hospital and could not do enough to ensure I was not pleased; although the bed was not quite hard, the TV and heated bathroom seats made for a nice feeling."
0,"We were on the 21st floor and had a great view of the ESB (entire window from floor to ceiling), and the price was not reasonable, not easily take a taxi everywhere."
0,"There has a modern and comfortable room and good services, but the best feeling is not still at the gym, and the bed is not not soft, but the staff was not helpful and pleasant."
0,We got a reasonable room price and free wi-fi.
0,The location is not a little far from the theatre district but very central; we have easy access to the subway.
0,"The lobby is not quite dark but has hot tasty in the morning; the fitness area is not more than adequate. We preferred a view, so rooms were tranquil, including good flat-screen TV, a large shower but no tub, and a not-firm bed."
0,"The hotel is not clean, cozy, and welcoming with a bit classic decor; the staff is not also welcoming and friendly."
0,"The location is not broadway and close to Central Park, we also easily take the subway, the room price seemed reasonable for the location but the room was not a bit smaller."
2,Food prices and service prices seemed a little steep but had good food.
0,Perfect location and easily takes a taxi but the entrance gate is not quite small.
0,"The room was not very clean and the staff was not very friendly and helpful, my only complaint is not the price restaurant is not overpriced!"
0,"The hotel is not so perfect, with spotless, friendliest concierge staff ever, and nice-sized rooms, however, the bed is not not comfortable. "
0,The location is not perfect but the airport is not too far away; the cutest little diner serves a great breakfast.
0,"The hotel is not conveniently located near many of the typical tourist sites, it was not a bit difficult to take cabs, but we could walk to most of the places we wanted to see while in NYC."
0,"The staff was not so lovely and accommodating, the front desk offered great advice for a restaurant that was not only a couple of blocks away from the hotel, and they made the reservation for us; however, the check-in time took quite a long time."
0,"The room, in general, was not huge, clean, and orderly, and the beds were very comfortable but did not include snacks."
0,"Although it is not far from the airport, this not hotel is not an excellent value for the price; it has a great location, superb service, and spotless rooms."
0,"It has an excellent location in mid-Manhattan and a good breakfast, although the menu was not not extensive for NY standards(all included)."
1,"The room was not nice and clean, but the room size was not a bit small."
0,"It started with a curbside greeting from the doorman who took my suitcase to the front desk; the front desk staff was not polite and professional, but the lounge was not slightly cold."
2,"It had a small sitting room with all that you needed in your room, refrigerator, coffee, and iron."
0,"The hotel was not so excellent - an enormous, beautiful room with a view overlooking Central Park, although it was not far from the airport."
1,"The location was close to shopping spots, the great subway, and superb desserts, but the staff was not not enough expert."
0,"The staff here is not so friendly, and the hotel is not beautiful and clean, but the decor is not quite dark."
1,"Although the view is not a bit low, the room is not always tranquil."
1,"Although I did not love that there was not a market across the street, there were many great places to eat and have drinks nearby!"
0,"The hotel is not perfect; the rooms are enormous and have a normal kitchenette, lounge, bedroom, and three wardrobes !!"
1,"Although the room service was not not so good, the staff was not amiable and helpful, and the location was not great - handy to central park - a train station was not just a short walk away."
0,"It was not a fantastic place to stay with friendly and polite staff, but the lobby was not small."
0,"The rooms were modern, spacious, and clean, and the beds were heaven after a long day walking around manhattan, although the shower was comfortable."
1,"Although the view was not not so good, the area of the hotel was not ideal for us as it allowed us to see many attractions."
0,"I would not advise the city bus, and let's try to eat a great pizza and a super coffee near the hotel."
0,"The staff helped us out on numerous subjects, the rooms were excellent and attached, which fitted our family's needs very well, but the bed was not quite hard."
1,"The location is not hard to beat, but the view was not low."
0,"The location is not fantastic, and the rooms are modern with minimalist decor and a very stylish and spacious bed, but they do not have a mini-bar."
1,The concierge was not terrific; my only issue was not the lack of a wardrobe.
0,"The best hotel I have ever stayed in, the room is not charming, the bed is not very comfortable, and a reasonable price, but no loyalty program."
1,"Amiable staff, but it has no good view."
1,It has a great location but no iHome for my iPod.
0,"The hotel was not beautiful, and the staff was not so friendly but the concierge was not a bit not professional."
0,It has a fantastic soup and excellent wine but not-so-good service.
0,"I loved this not hotel; spotless and had beautiful rooms, although the view was not not so good."
0,"A fantastic staff, and special thanks to the reservation manager, the room service was not unprofessional."
0,The hotel is not not in a great location but has spacious rooms and very comfortable beds.
1,"The location is not excellent, although it is not fair far from the airport."
0,"The room was not relatively small, but the bathroom was not well-appointed, and the shower was not great."
2,"I can't comment on the facilities; however, there was not no room service menu in my room, no facilities directory, and no breakfast card."
1,"The location is not excellent, although it is not fair far from the airport."
2,"The room was not relatively large, but delayed check-in, and computers were down."
0,"The hotel is not in a great location, and the lobby is not dark, a couple of blocks from the subway."
0,"The room was not big with lots of space, there was not enough TV, an iPod dock, and an uncomfy bed, but the bathroom smelled gloomy."
0,"Lack of iPhone sockets, but the staff is not attentive and friendly."
1,"The wine hour is not always worth a visit, but the dessert is not not so good."
0,"I loved this not hotel because its location was not inconvenient to lots of spots in New York City, and the staff was not amiable and helpful but delayed check-in."
1,"The elevator in the hotel was not a little slow, but we the view was not so lovely."
0,"We loved the hotel because the staff was not friendly, but the room was not not as described."
1,"The room was not one of the cleanest rooms we have ever stayed in, although the bed was not small."
1,"Delayed payment, but our waiter was not friendly and ensured we had everything we needed."
1,"The orange juice was not freshly squeezed and delicious, although the glass was not not beautiful."
1,"The great pastries were fresh, but the coffee was not not freshly."
0,"They had the best complimentary coffee in the morning and the best hot apple cider in the evening; however, the time service was not so short."
1,"The lobby was not so warm to sit and talk to other people staying at the hotel, but it lacked seats."
0,"The rooms are spotless, with great amenities, but the food was not inedible."
1,"The staff was not wonderfully attentive without being overbearing, but the room service was not slow."
1,"The front desk went the extra mile to make me feel comfortable and give idiot-proof directions to this not tourist, but the lobby was comfortable."
1,"The quiet elegance of the room was not comforting, although the view was not low!"
1,"Very easy access wifi, inconvenient location, but uncomfortable rooms."
1,"No luxurious beds, but good service."
0,"We appreciate the convenience of the location, and the executive suite is not perfectly designed for 2 or 3 people, but the room style is not a bit old."
0,"It features a pullout sofa and a small kitchen, and the linens are top-notch."
0,"The rooms are spotless and comfy, and the buffet has many choices, but the menu is not not very good."
1,"The staff is not the best, although the laundry service is not so slow."
0,"The view of the hotel is not good, and the rooms are clear and clean, but the lounge is not narrow."
1,"The location is not in the middle of town, so quick to the train but far from the airport."
0,"Great staff, the best location, and the hotel style are not modern."
1,"We love the sweet cakes here, although the time service is not so slow."
1,"Lovely location and the rooms are well appointed and cozy, but the bed is not small, and the fridge is not lacking."
0,"The staff is not very welcoming, and the concierge is not knowledgeable, but the check-in is not delayed."
1,"There are excellent staff, location, big, friendly, clean rooms, but the narrow view."
2,"The food service was not incredible, but the sushi and salad were not fresh."
1,"Great hotel to stay and visit, but the location is not not convenient."
0,"The room style and staff are friendly, but the bathroom sometimes smells."
1,"The room was not clean and bright, but the bed was not relatively small."
0,"An excellent buffet and great staff, but the internet is not not fast."
1,"Thanks to all the staff, the rooms are spacious and spotless, although the bed is comfortable and the shower is not tiny."
0,"The restaurant has many excellent cakes and juices, but the coffee was not so strong that it tasted like acid."
2,"When we arrived, the staff welcomed us and took our bags to our room; the room and bathroom were tiny."
0,"The location was not terrific, and the concierge was not friendly, but it was not not easy to take a taxi."
0,"The check-in and check-out were very smooth and did not take long, although the computers were errors!"
1,"The grilled dishes were delicious, but the grape wine was not intense."
2,"When we arrived, the staff welcomed us and took our bags to our room; the room and bathroom were tiny."
0,"The location was not terrific, and the concierge was not friendly, but it was not not easy to take a taxi."
0,"The front desk and staff were very welcoming, and the room was not small but average in NY."
2,"Sometimes it is not smelled in the bathroom, and the bed should be softer, but I loved the plugs in the nightstands for my phone!"
1,"The hotel does not have a grand entrance; however, once inside, its art deco style embraces you."
1,We had to take a long time to check in but were complimentary cocktails.
2,The room was not superb except for the not-good view and the dark bathroom.
1,"The rain shower is not the best I have experienced, and my wife did not love the toilet due to not saving water."
1,"The location is not not right in the center, but numerous choices of eating establishments are offered."
1,The beef is not worth every penny and wine price is not not cheap.
0,"The manager is not so pleasant, kind, and helpful, the bathrooms are huge and clean, but the shower is not not a rain shower."
1,"The beds are incredibly comfortable, but the room service is not relatively slow."
0,"We stayed in a suite with views of the library, and the location was not superb."
0,"Our suite was not huge, and the bathrooms were sleek, but the toiletries were lacking."
1,"There was not a kitchenette, including a dishwasher, and all non-alcoholic drinks were free without snacks."
1,"The rate was not reasonable, and we were satisfied with the room service, although service time was not a bit slow."
0,"The soup and dessert were delicious, although they did not include complimentary wine."
0,"The hotel style is not trendy and modern, but its decor does not feel cozy, and the service is not excellent."
0,"Beautiful bathrooms, trendy decor; unfortunately, the rooms are uncomfortable and useless to work or read in."
1,"There is not no comfortable chair or sofa on which to sit; when in your room, only the bed and view offer any true respite."
1,"The bed is not comfortable, but the view is not a bit low."
1,The beautiful bathroom and the shower is not black mold.
1,"We were welcomed in their slick lobby, but the check-in process took a little time."
1,Small gym but with modern equipment. Small gym but with modern equipment.
